Latitude,Longitude
37.79812,-122.27505
37.843147,-122.2571661
37.752079979873,-122.19303599585
37.752079979873,-122.19303599585
37.790870022863,-122.25336992287
37.817000061188,-122.27162989894
37.73424,-122.17393
37.8040804,-122.2639498
37.767174,-122.215438
37.779330028118,-122.24256992445
37.797130047249,-122.27267989995
37.768170026954,-122.21418988994
37.7871677,-122.1949885
37.770440055882,-122.21930989168
37.766360038783,-122.21212995342
37.798160057421,-122.2750399086
37.811670050869,-122.27369989374
37.7688033,-122.2073943
37.803520033045,-122.292749948
37.795930052081,-122.25913994119
37.795930052081,-122.25913994119
37.799070038739,-122.26190990874
37.760880034306,-122.20559994793
37.825910024264,-122.28409990775
37.81542003053,-122.27023992793
37.792312744544,-122.2726534649
37.7972411,-122.2728657
37.822470049291,-122.26624989056
37.847489186507,-122.25384862195
37.819650041787,-122.27095993341
37.7972411,-122.2728657
37.8002678,-122.2736733
37.79856004184,-122.27178990947
37.796480030658,-122.27310989158
37.772960033162,-122.21613993971
37.79856004184,-122.27178990947
37.7972411,-122.2728657
37.81752799536,-122.27120996559
37.822640034288,-122.30041989232
37.822640034288,-122.30041989232
37.7674874,-122.2205634
37.771770054368,-122.20976994476
37.772630037634,-122.21197991735
37.772190029627,-122.2283799491
37.82095003306,-122.26416992129
37.822060048497,-122.26192994149
37.802290030663,-122.28131988192
37.812480036082,-122.27277989605
37.812480036082,-122.27277989605
37.826290059754,-122.26928992303
37.797590553132,-122.26740158189
37.7680722,-122.2210434
37.804720028213,-122.29232993084
37.728889045266,-122.17242245782
37.752770040069,-122.18454988775
37.77274606821,-122.22656116057
37.732770022812,-122.17138988067
37.799070038739,-122.26190990874
37.7427213,-122.1741936
37.756810033581,-122.20077993451
37.82414005968,-122.26982988523
37.819850033997,-122.25412991003
37.7642800276,-122.20963994144
37.843147,-122.2571661
37.8052283,-122.2802435
37.779330028118,-122.24256992445
37.811670050869,-122.27369989374
37.805880041703,-122.27946991207
37.7642800276,-122.20963994144
37.822470049291,-122.26624989056
37.814680034208,-122.27031989129
37.7353,-122.17514
37.74706535,-122.19065205277
37.7642800276,-122.20963994144
37.794281166667,-122.27587570833
37.813260055991,-122.27254989663
37.768170026954,-122.21418988994
37.7552031,-122.2052224
37.797353,-122.270993
37.825080048211,-122.26958991134
37.798096,-122.270836
37.81542003053,-122.27023992793
37.8264491,-122.2756352
37.77998142344,-122.24257642169
37.783791437521,-122.24328254167
37.799070038739,-122.26190990874
37.82455,-122.2907
37.798160057421,-122.2750399086
37.8372721,-122.2623213
37.8129958,-122.2746758
37.747000021742,-122.18907988732
37.779330028118,-122.24256992445
37.77998142344,-122.24257642169
37.7972411,-122.2728657
37.818220047196,-122.26739988768
37.768170026954,-122.21418988994
37.802290030663,-122.28131988192
37.813260055991,-122.27254989663
37.825080048211,-122.26958991134
37.7921407,-122.2514854
37.822470049291,-122.26624989056
37.7695065,-122.2296357
37.822470049291,-122.26624989056
37.813330044883,-122.27442995751
37.82762005824,-122.28461992102
37.802290030663,-122.28131988192
37.779513406225,-122.2414181126
37.747000021742,-122.18907988732
37.797243,-122.263706
37.802290030663,-122.28131988192
37.7722695,-122.2205966
37.7921407,-122.2514854
37.747000021742,-122.18907988732
37.7976045,-122.2695959
37.822060048497,-122.26192994149
37.8278341,-122.2909354
37.7680722,-122.2210434
37.815650029953,-122.27196995275
37.8025967,-122.2824617
37.802290030663,-122.28131988192
37.802290030663,-122.28131988192
37.747000021742,-122.18907988732
37.775110033236,-122.23337992198
37.777950031579,-122.23717994161
37.7921407,-122.2514854
37.805500048122,-122.27853993991
7.81357,-122.27253
37.8052283,-122.2802435
37.8108208,-122.2626986
37.8108208,-122.2626986
37.7972411,-122.2728657
37.792312744544,-122.2726534649
37.800085499407,-122.26453584472
37.810716381453,-122.24457370978
37.815324295455,-122.26934613636
37.765020023922,-122.1956798817
37.802580044513,-122.28862990732
37.796210049557,-122.26885993139
37.7993311,-122.2651016
37.798270027991,-122.25820988522
37.766360038783,-122.21212995342
37.800056796612,-122.26445941024
37.802290030663,-122.28131988192
37.811393408163,-122.275613
37.768380035538,-122.22012989326
37.753960060772,-122.20796993105
37.823370056145,-122.27002987744
37.795790032389,-122.26908993082
37.826290059754,-122.26928992303
37.7921407,-122.2514854
37.8052283,-122.2802435
37.763909496683,-122.21001669179
37.81765003587,-122.28553991871
37.795227571429,-122.27704864286
37.772920051484,-122.22808993525
37.792312744544,-122.2726534649
37.754998022803,-122.20826479278
37.798270027991,-122.25820988522
37.768510038857,-122.2199499338
37.81542003053,-122.27023992793
37.7968069,-122.2670203
37.7980988,-122.2708439
37.768170026954,-122.21418988994
37.7669739,-122.2188396
37.778050027684,-122.2302798751
37.783740040745,-122.23862992704
37.783610037427,-122.23870989039
37.7921407,-122.2514854
37.8040804,-122.2639498
37.725639,-122.182343
37.825150037103,-122.27803987557
37.802290030663,-122.28131988192
37.8108208,-122.2626986
37.7722695,-122.2205966
37.780330031077,-122.23362995416
37.826290059754,-122.26928992303
37.786822017892,-122.2436854322
37.798160057421,-122.2750399086
37.822470049291,-122.26624989056
37.812480036082,-122.27277989605
37.814250042576,-122.2723198972
37.74706535,-122.19065205277
37.7921407,-122.2514854
37.7921407,-122.2514854
37.7921407,-122.2514854
37.82762005824,-122.28461992102
37.77193002299,-122.22347988851
37.832890054133,-122.26763994539
37.814680034208,-122.27031989129
37.8052283,-122.2802435
37.8052283,-122.2802435
37.786290025239,-122.24283990555
37.814171,-122.299712
37.824570051313,-122.2906398877
37.796660032029,-122.21059992081
37.823790031403,-122.26200990484
37.803030026985,-122.28910993891
37.7856814,-122.24129715468
37.767979,-122.214131
37.825593307118,-122.26940319613
37.836430025211,-122.26774991596
37.8227363,-122.26550250755
37.798270027991,-122.25820988522
37.7427213,-122.1741936
37.815340025264,-122.2961799066
37.822470049291,-122.26624989056
37.808580062263,-122.28884993228
37.81542003053,-122.27023992793
37.811996,-122.299007
37.798270027991,-122.25820988522
37.811700058082,-122.27548993299
37.813260055991,-122.27254989663
37.798270027991,-122.25820988522
37.7662133,-122.2212913
37.805880041703,-122.27946991207
37.798600023519,-122.27474989475
37.81542003053,-122.27023992793
37.755160055941,-122.17853989554
37.726089334609,-122.18233942318
37.826360048645,-122.25881992013
37.82026003479,-122.29221987645
37.765286635975,-122.21700307703
37.819980037315,-122.2669199399
37.7928412,-122.2024936
37.7669739,-122.2188396
37.786880027404,-122.24388990656
37.7334415,-122.1782639
37.783740040745,-122.23862992704
37.830660048793,-122.29337993185
37.785874357975,-122.19289876133
37.768059019121,-122.2248150418
37.7871677,-122.1949885
37.768059019121,-122.2248150418
37.797627833333,-122.28467795833
37.802470032034,-122.25405992114
37.802290030663,-122.28131988192
37.824570051313,-122.2906398877
37.82220002628,-122.2652199223
37.797930057998,-122.25627995201
37.800350039173,-122.28601995031
37.752079979873,-122.19303599585
37.802470032034,-122.25405992114
37.7921407,-122.2514854
37.799827,-122.263848
37.8015095,-122.2626544
37.797160054463,-122.26383992576
37.753553,-122.193133
37.82017005506,-122.25934990787
37.752890027013,-122.21059992081
37.805380040223,-122.30322489622
37.787486,-122.244808
37.818374,-122.291889
37.797627833333,-122.28467795833
37.785017,-122.240587
37.768170026954,-122.21418988994
37.775580048457,-122.23625994392
37.8016594,-122.2842685
37.772653446052,-122.2357534422
37.819030032409,-122.26716988826
37.824570051313,-122.2906398877
37.814310057002,-122.26492990845
37.783740040745,-122.23862992704
37.793590034262,-122.25312994898
37.772920051484,-122.22808993525
37.826410046698,-122.27843994381
37.803330057209,-122.28602992477
37.7936,-122.25315
37.74576,-122.17157
37.8108208,-122.2626986
37.814310057002,-122.26492990845
37.7959397,-122.259166
37.825080048211,-122.26958991134
37.818710053255,-122.29348990242
37.82414005968,-122.26982988523
37.809980049641,-122.24612988636
37.808968,-122.282787
37.792220054098,-122.20323993927
37.8227363,-122.26550250755
37.74874895,-122.1919061
37.826360048645,-122.25881992013
37.805626760817,-122.30286976224
37.801740052086,-122.27994994367
37.777950031579,-122.23717994161
37.7921407,-122.2514854
37.81290005325,-122.27472994582
37.772035027282,-122.22619491267
37.795930052081,-122.25913994119
37.768084850979,-122.22638458551
37.7921407,-122.2514854
37.816020049069,-122.29560993719
37.8191671,-122.2895237
37.7743206,-122.230639
37.792130032457,-122.2514899458
37.8102879,-122.2489225
37.779186,-122.242721
